Make,Type,Year,Origin,Color,Options,Engine_Size,Fuel_Type,Gear_Type,Mileage,Region,Price
Toyota,Land Cruiser,2015,Saudi,White,Semi Full,4.0,Gas,Automatic,212000.0,Dammam,145000.0
Toyota,Camry,2017,Saudi,Black,Standard,2.5,Gas,Automatic,135000.0,Dammam,60000.0
Toyota,Camry,2014,Gulf Arabic,White,Standard,2.5,Gas,Automatic,199200.0,Dammam,48000.0
Hyundai,Accent,2019,Saudi,White,Standard,1.4,Gas,Automatic,98000.0,Jeddah,35000.0
GMC,Yukon,2011,Saudi,Black,Standard,5.3,Gas,Automatic,156000.0,Dammam,47000.0
Nissan,Patrol,2017,Saudi,White,Full,6.0,Gas,Automatic,12000.0,Jeddah,128000.0
GMC,Suburban,1990,Saudi,Black,Semi Full,3.5,Gas,Automatic,140000.0,Aseer,5000.0
Ford,Expedition,2014,Saudi,White,Semi Full,5.4,Gas,Automatic,140000.0,Aseer,36000.0
GMC,Suburban,2004,Saudi,Silver,Semi Full,1.1,Gas,Automatic,135000.0,Aseer,18500.0
Dodge,Charger,2018,Saudi,Grey,Semi Full,5.7,Gas,Automatic,81000.0,Riyadh,125000.0
Land Rover,Range Rover,2008,Saudi,Black,Full,3.3,Gas,Automatic,300000.0,Dammam,27000.0
Volkswagen,Tiguan,2012,Other,White,Full,2.0,Gas,Automatic,240000.0,Jeddah,25000.0
Geely,EC8,2015,Other,White,Standard,3.5,Gas,Manual,65000.0,Tabouk,20000.0
Chrysler,S300,2015,Other,White,Semi Full,3.6,Gas,Automatic,106000.0,Jeddah,75000.0
Toyota,Hilux,2009,Saudi,White,Semi Full,2.7,Gas,Manual,426000.0,Aseer,32000.0
Other,Other,2020,Other,Black,Standard,1.1,Gas,Manual,2848.0,Al-Baha,2000.0
Kia,Carnival,2009,Other,White,Semi Full,3.8,Gas,Automatic,176000.0,Jeddah,15000.0
Dodge,Charger,2014,Saudi,Red,Full,5.7,Gas,Automatic,178.0,Jeddah,50000.0
Hyundai,Azera,2018,Saudi,White,Semi Full,3.5,Gas,Automatic,1100000.0,Riyadh,80000.0
Toyota,Corolla,2016,Other,White,Standard,5.8,Gas,Automatic,114.0,Tabouk,35000.0
Ford,Explorer,2005,Saudi,Black,Standard,4.0,Gas,Automatic,300000.0,Khobar,7000.0
Honda,Accord,2010,Other,Oily,Full,2.4,Gas,Automatic,205.0,Jeddah,30000.0
Hyundai,Azera,2021,Saudi,Grey,Standard,3.5,Gas,Automatic,10000.0,Jeddah,1800.0
Chevrolet,Tahoe,2019,Gulf Arabic,White,Semi Full,5.3,Gas,Automatic,32300.0,Aseer,168000.0
Toyota,Land Cruiser,2009,Saudi,White,Standard,5.0,Gas,Automatic,319.0,Taef,75000.0
Toyota,Rush,2021,Saudi,White,Semi Full,1.5,Gas,Automatic,10000.0,Makkah,55000.0
Toyota,Ciocca,2014,Saudi,Silver,Semi Full,1.6,Gas,Automatic,500000.0,Dammam,58000.0
Ford,Victoria,2011,Other,Blue,Semi Full,4.6,Gas,Automatic,230.0,Al-Ahsa,28000.0
Isuzu,D-MAX,2019,Saudi,White,Full,7.5,Diesel,Manual,40000.0,Abha,125000.0
Chevrolet,Aveo,2014,Other,Silver,Standard,3.5,Gas,Automatic,88000.0,Dammam,13000.0
Hyundai,Accent,2018,Saudi,Another Color,Semi Full,1.4,Gas,Automatic,114969.0,Al-Jouf,30000.0
Toyota,Avanza,2016,Saudi,White,Standard,1.6,Gas,Automatic,115.0,Hafar Al-Batin,30000.0
Ford,Marquis,2009,Other,White,Full,4.6,Gas,Automatic,338000.0,Jeddah,18000.0
Toyota,Camry,2017,Saudi,White,Full,2.5,Gas,Automatic,265.0,Riyadh,65000.0
Nissan,X-Trail,2017,Saudi,Grey,Semi Full,2.5,Gas,Automatic,119000.0,Riyadh,51000.0
Ford,Expedition,2006,Saudi,Silver,Standard,3.5,Gas,Automatic,155000.0,Riyadh,20000.0
Kia,Cerato,2017,Saudi,Black,Standard,1.6,Gas,Automatic,132700.0,Dammam,29000.0
Lexus,ES,2013,Saudi,White,Semi Full,3.5,Gas,Automatic,200000.0,Riyadh,75000.0
Mercedes,E,1993,Gulf Arabic,White,Full,3.2,Gas,Automatic,217396.0,Jeddah,35000.0
Geely,Emgrand,2019,Saudi,Red,Full,1.8,Gas,Automatic,43000.0,Riyadh,45000.0
Chrysler,C300,2013,Saudi,Brown,Full,5.7,Gas,Automatic,210.0,Riyadh,48000.0
HAVAL,H9,2020,Saudi,Brown,Full,2.0,Gas,Automatic,18000.0,Dammam,100000.0
Nissan,Altima,2016,Saudi,White,Standard,2.5,Gas,Automatic,111000.0,Riyadh,48000.0
Toyota,Furniture,2020,Saudi,White,Semi Full,4.0,Gas,Automatic,55000.0,Dammam,123000.0
Toyota,Camry,2017,Gulf Arabic,White,Semi Full,2.5,Gas,Automatic,120500.0,Dammam,50000.0
Hyundai,Sonata,2016,Saudi,White,Full,2.4,Gas,Automatic,140000.0,Dammam,56000.0
Hyundai,Elantra,2015,Saudi,White,Full,2.0,Gas,Automatic,112000.0,Arar,32000.0
Toyota,Camry,2009,Saudi,White,Standard,1.6,Gas,Automatic,300000.0,Abha,24000.0
Kia,Rio,2019,Saudi,White,Standard,1.4,Gas,Automatic,65000.0,Dammam,35000.0
Dodge,Nitro,2011,Saudi,White,Semi Full,3.7,Gas,Automatic,346410.0,Riyadh,15000.0
Chevrolet,Traverse,2012,Gulf Arabic,Golden,Full,3.6,Gas,Automatic,176000.0,Jubail,40000.0
Toyota,Land Cruiser,2015,Saudi,White,Full,4.6,Gas,Automatic,87300.0,Dammam,175000.0
Chevrolet,Optra,2006,Saudi,Red,Standard,1.6,Gas,Automatic,241000.0,Al-Medina,12000.0
Toyota,FJ,2014,Saudi,White,Semi Full,4.0,Gas,Automatic,237000.0,Jubail,85000.0
Hyundai,Accent,2017,Saudi,White,Standard,1.4,Gas,Automatic,204000.0,Riyadh,23000.0
Chevrolet,Malibu,2014,Saudi,Black,Full,3.0,Gas,Automatic,145000.0,Riyadh,46000.0
Nissan,Sunny,2017,Saudi,White,Standard,1.5,Gas,Automatic,106475.0,Riyadh,21500.0
Toyota,Innova,2016,Saudi,White,Semi Full,2.7,Gas,Automatic,330.0,Hafar Al-Batin,46000.0
Chevrolet,Trailblazer,2013,Saudi,Red,Standard,3.6,Gas,Automatic,106000.0,Riyadh,38500.0
Hyundai,Accent,2019,Saudi,White,Standard,1.4,Gas,Automatic,96000.0,Riyadh,33500.0
BMW,X,2011,Other,Brown,Full,5.0,Gas,Automatic,290.0,Riyadh,48000.0
Dodge,Charger,2018,Saudi,Grey,Full,5.7,Gas,Automatic,160000.0,Aseer,2700.0
Ford,Taurus,2017,Saudi,White,Semi Full,2.5,Gas,Automatic,116000.0,Qassim,75000.0
Kia,Cerato,2020,Saudi,Grey,Standard,1.6,Gas,Automatic,31700.0,Makkah,1500.0
Toyota,Yaris,2014,Saudi,Red,Full,1.5,Gas,Automatic,375000.0,Riyadh,24000.0
Nissan,Datsun,2016,Gulf Arabic,White,Full,2.4,Gas,Manual,188.0,Hail,33000.0
Cadillac,Escalade,2004,Saudi,White,Full,6.0,Gas,Automatic,300000.0,Riyadh,30000.0
Toyota,Hilux,2016,Saudi,White,Semi Full,1.0,Gas,Manual,121.0,Al-Medina,60500.0
Kia,Sedona,2016,Other,Grey,Semi Full,3.2,Gas,Automatic,118000.0,Jeddah,65000.0
Kia,Optima,2014,Gulf Arabic,White,Full,2.4,Gas,Automatic,215000.0,Jeddah,40000.0
GMC,Yukon,2007,Saudi,Black,Standard,5.3,Gas,Automatic,262.0,Riyadh,30000.0
GMC,Acadia,2008,Saudi,Golden,Full,3.6,Gas,Automatic,220000.0,Riyadh,20000.0
Chevrolet,Camaro,2013,Gulf Arabic,White,Full,5.7,Gas,Automatic,243.0,Riyadh,55000.0
Ford,Marquis,2010,Other,Another Color,Full,3.0,Gas,Automatic,360.0,Al-Medina,29000.0
Chevrolet,Tahoe,2015,Saudi,Black,Standard,5.3,Gas,Automatic,250000.0,Yanbu,95000.0
Ford,Focus,2012,Saudi,Navy,Standard,1.6,Gas,Automatic,181.0,Riyadh,15000.0
Lexus,ES,2016,Other,White,Full,1.5,Gas,Automatic,100000.0,Aseer,128000.0
Ford,Fusion,2015,Saudi,Grey,Semi Full,2.4,Gas,Automatic,178000.0,Hail,30000.0
Toyota,Hilux,2019,Gulf Arabic,White,Full,2.7,Gas,Automatic,32595.0,Riyadh,105000.0
HAVAL,H6,2020,Saudi,Black,Full,2.0,Gas,Automatic,16000.0,Riyadh,79000.0
MG,RX5,2020,Saudi,Red,Full,2.0,Gas,Automatic,4500.0,Abha,65000.0
Chevrolet,Malibu,2018,Saudi,White,Standard,2.0,Gas,Automatic,135000.0,Qassim,46500.0
Hyundai,Sonata,2011,Saudi,Black,Semi Full,1.6,Gas,Automatic,29000.0,Riyadh,23000.0
Volkswagen,Tiguan,2012,Unknown,Navy,Unknown,2.0,Gas,Automatic,170000.0,Jeddah,21000.0
Toyota,Ciocca,2015,Saudi,White,Full,8.0,Gas,Automatic,285000.0,Aseer,155000.0
Ford,Expedition,2012,Saudi,Black,Full,4.8,Gas,Manual,304.0,Al-Ahsa,38000.0
Toyota,Camry,1995,Saudi,White,Full,3.5,Gas,Manual,300.0,Al-Ahsa,12000.0
Porsche,Cayenne Turbo GTS,2013,Saudi,Black,Full,9.0,Gas,Automatic,148000.0,Riyadh,115000.0
Toyota,Corolla,2020,Saudi,Silver,Semi Full,1.6,Gas,Automatic,14000.0,Riyadh,1013.0
Hyundai,Azera,2015,Saudi,Black,Semi Full,3.0,Gas,Automatic,222306.0,Riyadh,38000.0
Ford,Mustang,2010,Saudi,Red,Semi Full,4.0,Gas,Manual,169000.0,Riyadh,50000.0
Hyundai,Tucson,2018,Saudi,Bronze,Semi Full,1.6,Gas,Automatic,27900.0,Riyadh,72000.0
Nissan,Sunny,2019,Saudi,White,Standard,1.5,Gas,Automatic,77000.0,Dammam,28500.0
Hyundai,Accent,2019,Saudi,White,Standard,1.6,Gas,Automatic,76600.0,Dammam,40000.0
Ford,Fusion,2014,Saudi,Blue,Standard,1.6,Gas,Automatic,167000.0,Jeddah,35000.0
Honda,Civic,2016,Saudi,Red,Full,2.0,Gas,Automatic,68800.0,Jeddah,55000.0
Lexus,LX,2007,Saudi,Another Color,Full,8.0,Gas,Automatic,590.0,Taef,50000.0
Mercedes,GL,2013,Saudi,White,Full,5.0,Gas,Automatic,147000.0,Makkah,160000.0
Kia,Carnival,2016,Saudi,Another Color,Semi Full,2.0,Gas,Automatic,180.0,Jeddah,38000.0
Kia,Sorento,2010,Saudi,Black,Semi Full,3.3,Gas,Automatic,213000.0,Jeddah,22000.0
Ford,Taurus,2017,Saudi,Blue,Semi Full,4.0,Gas,Automatic,89000.0,Riyadh,75000.0
Toyota,Camry,2016,Gulf Arabic,White,Standard,2.5,Gas,Automatic,117000.0,Qassim,60000.0
Nissan,Sunny,2016,Gulf Arabic,White,Standard,1.5,Gas,Automatic,158000.0,Qassim,23000.0
Hyundai,Senta fe,2015,Saudi,White,Full,3.3,Gas,Automatic,337946.0,Hafar Al-Batin,45000.0
Mitsubishi,L200,2015,Saudi,White,Standard,3.5,Gas,Manual,103000.0,Jeddah,30000.0
Hyundai,Elantra,2021,Other,White,Full,2.0,Gas,Automatic,3000.0,Riyadh,90000.0
Toyota,Hilux,2009,Saudi,White,Full,2.7,Gas,Manual,400.0,Dammam,32000.0
Honda,City,2016,Gulf Arabic,Brown,Full,4.0,Gas,Automatic,51000.0,Riyadh,43000.0
Hyundai,Accent,2019,Saudi,Grey,Standard,1.4,Gas,Automatic,107000.0,Riyadh,35000.0
Chevrolet,Tahoe,2011,Saudi,Red,Semi Full,5.3,Gas,Automatic,188000.0,Riyadh,53000.0
HAVAL,H6,2020,Saudi,Grey,Full,2.0,Gas,Automatic,16000.0,Riyadh,72000.0
Honda,Accord,2007,Saudi,White,Full,3.0,Gas,Automatic,470000.0,Makkah,15000.0
GMC,Sierra,2017,Saudi,Red,Full,5.3,Gas,Automatic,160000.0,Riyadh,100000.0
Dodge,Durango,2019,Saudi,Black,Full,3.6,Gas,Automatic,95000.0,Riyadh,2820.0
GMC,Envoy,2003,Other,Black,Full,3.5,Gas,Automatic,100000.0,Dammam,6000.0
Hyundai,Elantra,2006,Saudi,White,Full,1.0,Gas,Automatic,10000.0,Dammam,7000.0
Toyota,Camry,2001,Saudi,White,Semi Full,9.0,Gas,Automatic,150000.0,Taef,15000.0
Chevrolet,Tahoe,2017,Saudi,Black,Full,5.3,Gas,Automatic,83000.0,Al-Baha,135000.0
Toyota,Camry,2001,Other,Another Color,Semi Full,1.4,Gas,Manual,490.0,Aseer,19000.0
Nissan,Navara,2015,Saudi,White,Standard,2.5,Gas,Manual,119000.0,Abha,37000.0
Ford,Expedition,2014,Saudi,Black,Standard,5.4,Gas,Automatic,151000.0,Riyadh,70000.0
Ford,Expedition,2014,Saudi,Grey,Standard,5.7,Gas,Automatic,190700.0,Riyadh,59000.0
GMC,Sierra,2015,Saudi,Black,Full,5.3,Gas,Automatic,86500.0,Riyadh,98000.0
Ford,Expedition,2014,Saudi,Silver,Semi Full,5.4,Gas,Automatic,180000.0,Dammam,70000.0
Toyota,Land Cruiser 70,2003,Saudi,Brown,Standard,1.6,Gas,Manual,230000.0,Riyadh,69000.0
Ford,Expedition,2012,Saudi,Black,Standard,5.4,Gas,Automatic,195000.0,Riyadh,45000.0
Chrysler,SRT,2015,Saudi,Black,Full,6.4,Gas,Automatic,200.0,Hafar Al-Batin,115000.0
Nissan,Pathfinder,2014,Saudi,Black,Semi Full,3.5,Gas,Automatic,119000.0,Hafar Al-Batin,40000.0
Dodge,Charger,2012,Saudi,Grey,Standard,3.6,Gas,Automatic,243000.0,Dammam,30000.0
Ford,Expedition,2014,Saudi,Another Color,Full,4.0,Gas,Automatic,116000.0,Riyadh,50000.0
Kia,Rio,2013,Saudi,Navy,Standard,1.6,Gas,Automatic,300000.0,Jubail,19000.0
Toyota,Furniture,2012,Saudi,White,Full,2.0,Gas,Automatic,213.0,Taef,58000.0
Kia,Rio,2019,Saudi,White,Standard,1.4,Gas,Automatic,100.0,Riyadh,32500.0
Ford,Expedition,2015,Other,White,Semi Full,3.5,Gas,Automatic,115000.0,Hafar Al-Batin,75000.0
Chevrolet,Malibu,2013,Saudi,Silver,Semi Full,2.5,Gas,Automatic,260.0,Riyadh,22500.0
Toyota,Prado,2017,Gulf Arabic,Silver,Full,4.0,Gas,Automatic,140000.0,Al-Ahsa,125000.0
Volkswagen,Passat,2015,Saudi,Black,Semi Full,2.5,Gas,Automatic,143000.0,Makkah,36000.0
MG,HS,2020,Saudi,White,Full,2.0,Gas,Automatic,12000.0,Jeddah,80000.0
Hyundai,Sonata,2016,Other,Black,Semi Full,1.6,Diesel,Automatic,180000.0,Jeddah,55000.0
Suzuki,D'max,2001,Other,White,Full,1.0,Diesel,Manual,1000.0,Jeddah,7000.0
Cadillac,CT-S,2019,Saudi,White,Semi Full,2.0,Gas,Automatic,43000.0,Dammam,135000.0
Ford,F150,2011,Saudi,White,Standard,3.5,Gas,Automatic,133000.0,Dammam,33000.0
Toyota,Cressida,1994,Saudi,White,Standard,4.0,Gas,Manual,277000.0,Al-Medina,11000.0
Hyundai,Sonata,2015,Saudi,Grey,Full,2.4,Gas,Automatic,173000.0,Riyadh,43000.0
Hyundai,Azera,2008,Saudi,Black,Semi Full,2.7,Gas,Automatic,407767.0,Dammam,17000.0
Toyota,Hilux,2020,Saudi,White,Full,2.4,Gas,Manual,34000.0,Aseer,120000.0
Toyota,Corolla,2018,Saudi,White,Standard,1.6,Gas,Automatic,212000.0,Riyadh,46000.0
Toyota,Camry,2012,Saudi,Bronze,Full,2.5,Gas,Automatic,265000.0,Qassim,32000.0
Nissan,Armada,2010,Saudi,Silver,Full,8.0,Gas,Automatic,133809.0,Dammam,60000.0
Toyota,Land Cruiser,2007,Saudi,White,Standard,1.2,Gas,Automatic,300000.0,Taef,30000.0
Toyota,Land Cruiser,2015,Saudi,White,Full,4.0,Gas,Manual,136000.0,Riyadh,140000.0
GMC,Yukon,2009,Saudi,Bronze,Standard,4.8,Gas,Automatic,350000.0,Riyadh,38000.0
Nissan,Altima,2015,Gulf Arabic,White,Semi Full,2.5,Gas,Automatic,94000.0,Qassim,37000.0
Ford,Edge,2013,Saudi,Silver,Standard,3.5,Gas,Automatic,208000.0,Makkah,39000.0
Mazda,CX3,2020,Gulf Arabic,Grey,Semi Full,2.0,Gas,Automatic,5000.0,Riyadh,55000.0
Mitsubishi,ASX,2020,Saudi,White,Unknown,3.5,Gas,Automatic,22000.0,Riyadh,67000.0
Toyota,Camry,2014,Saudi,White,Unknown,2.5,Gas,Automatic,542966.0,Wadi Dawasir,22000.0
Hyundai,Sonata,2020,Saudi,White,Semi Full,2.5,Gas,Automatic,14000.0,Taef,1430.0
Toyota,Ciocca,2010,Saudi,Grey,Semi Full,5.7,Gas,Automatic,270000.0,Jubail,65000.0
Chevrolet,Tahoe,2008,Other,Black,Full,5.7,Gas,Automatic,280000.0,Dammam,50000.0
Cadillac,Eldorado,1968,Other,Golden,Full,3.5,Gas,Automatic,91000.0,Riyadh,130000.0
Kia,Cerato,2015,Saudi,Another Color,Semi Full,1.6,Gas,Automatic,190000.0,Jazan,33000.0
Kia,Pegas,2020,Saudi,White,Standard,1.4,Gas,Automatic,5300.0,Riyadh,37500.0
Mercedes,S,2013,Saudi,Black,Full,3.0,Gas,Automatic,121000.0,Jeddah,118000.0
Toyota,Cressida,1993,Other,White,Standard,2.2,Gas,Manual,49500.0,Aseer,9500.0
Ford,F150,2014,Saudi,Silver,Standard,8.0,Gas,Automatic,147000.0,Riyadh,80000.0
Chevrolet,Tahoe,2015,Saudi,White,Semi Full,5.3,Gas,Automatic,222000.0,Riyadh,110000.0
Toyota,Camry,2019,Saudi,White,Standard,2.5,Gas,Automatic,48000.0,Qassim,85000.0
Lexus,GS,2015,Saudi,White,Semi Full,3.5,Gas,Automatic,224.0,Riyadh,88000.0
Ford,Expedition,2013,Other,Black,Standard,1.4,Gas,Automatic,190000.0,Riyadh,47000.0
Toyota,Hilux,2017,Saudi,White,Full,2.7,Gas,Automatic,102000.0,Al-Ahsa,90000.0
Nissan,Patrol,2017,Saudi,Grey,Full,4.0,Gas,Automatic,115000.0,Riyadh,117000.0
Toyota,Land Cruiser 70,2006,Saudi,Bronze,Standard,4.5,Gas,Manual,239.0,Aseer,70000.0
Toyota,FJ,2016,Gulf Arabic,White,Full,4.9,Gas,Automatic,115.0,Riyadh,110000.0
Genesis,G80,2018,Other,Grey,Semi Full,3.8,Gas,Automatic,170000.0,Riyadh,500.0
Mazda,CX5,2019,Saudi,Navy,Full,2.5,Gas,Automatic,33000.0,Riyadh,102000.0
Nissan,Sunny,2011,Saudi,White,Standard,1.6,Gas,Manual,311000.0,Riyadh,10000.0
Chevrolet,Suburban,2002,Other,Bronze,Standard,5.3,Gas,Automatic,333.0,Riyadh,13000.0
BMW,The 7,2017,Gulf Arabic,White,Full,1.4,Gas,Automatic,90000.0,Riyadh,165000.0
Toyota,Camry,2016,Gulf Arabic,Navy,Full,2.6,Gas,Automatic,183000.0,Dammam,70000.0
Mercedes,S,2007,Saudi,Grey,Full,4.0,Gas,Automatic,270000.0,Al-Medina,45000.0
Toyota,Corolla,2003,Saudi,Silver,Full,1.0,Gas,Automatic,50000.0,Riyadh,15000.0
Toyota,Prado,2014,Saudi,White,Full,2.7,Gas,Automatic,157.0,Jeddah,80000.0
Hyundai,Elantra,2019,Saudi,Grey,Semi Full,2.0,Gas,Automatic,35000.0,Jeddah,63500.0
Toyota,Land Cruiser 70,1978,Saudi,Another Color,Standard,3.5,Gas,Manual,400000.0,Riyadh,18000.0
Chevrolet,Tahoe,2018,Saudi,Black,Standard,5.3,Gas,Automatic,39000.0,Aseer,147000.0
Ford,Victoria,2011,Saudi,Navy,Semi Full,4.6,Gas,Automatic,312338.0,Riyadh,25000.0
Hyundai,Elantra,2018,Saudi,White,Full,2.0,Gas,Automatic,116.0,Riyadh,42000.0
Toyota,FJ,2012,Saudi,Black,Full,4.0,Gas,Automatic,310.0,Abha,70000.0
Ford,Taurus,2015,Saudi,Grey,Full,3.5,Gas,Automatic,180000.0,Riyadh,60000.0
GAC,GS3,2021,Other,Red,Full,1.3,Gas,Automatic,22600.0,Riyadh,50000.0
GMC,Yukon,2012,Saudi,Brown,Semi Full,5.7,Gas,Automatic,317800.0,Al-Ahsa,52000.0
Toyota,Land Cruiser,2008,Saudi,Another Color,Full,8.0,Gas,Automatic,295000.0,Hail,65000.0
Chevrolet,Malibu,2015,Saudi,Red,Semi Full,2.5,Gas,Automatic,218000.0,Makkah,20000.0
Honda,Crosstour,2010,Saudi,Silver,Full,3.5,Gas,Automatic,135000.0,Dammam,43000.0
Toyota,Yaris,2017,Saudi,Brown,Standard,1.3,Gas,Automatic,201000.0,Dammam,35000.0
Fiat,500,2017,Gulf Arabic,White,Full,1.6,Gas,Automatic,112000.0,Riyadh,45000.0
Hyundai,Sonata,2018,Saudi,White,Standard,2.4,Gas,Automatic,69000.0,Riyadh,55000.0
Hyundai,Sonata,2011,Saudi,Silver,Semi Full,2.4,Gas,Automatic,186000.0,Jeddah,25000.0
Nissan,Patrol,1999,Saudi,Grey,Semi Full,4.5,Gas,Manual,600000.0,Qassim,17000.0
Toyota,Corolla,2019,Saudi,Red,Standard,1.6,Gas,Automatic,39000.0,Yanbu,52000.0
Toyota,Camry,2016,Saudi,White,Full,2.5,Gas,Automatic,155000.0,Qassim,52000.0
Jeep,Wrangler,2015,Saudi,Blue,Full,3.6,Gas,Automatic,200.0,Jeddah,85000.0
Toyota,Land Cruiser,2012,Saudi,White,Full,4.6,Gas,Automatic,250000.0,Riyadh,85000.0
Chevrolet,Tahoe,2013,Saudi,Brown,Full,5.3,Gas,Automatic,206.0,Jeddah,77000.0
Mercedes,ML,2002,Saudi,Oily,Semi Full,3.2,Gas,Automatic,297846.0,Riyadh,17000.0
Genesis,Prestige,2013,Saudi,White,Semi Full,3.8,Gas,Automatic,185000.0,Riyadh,40000.0
Chrysler,C300,2013,Saudi,Blue,Full,5.7,Gas,Automatic,340000.0,Riyadh,40000.0
Toyota,Land Cruiser,2003,Saudi,Navy,Full,4.5,Gas,Manual,395735.0,Riyadh,55000.0
Lincoln,Navigator,2011,Saudi,Black,Full,5.4,Gas,Automatic,200000.0,Aseer,60000.0
Ford,Expedition,2003,Saudi,Another Color,Semi Full,5.4,Gas,Automatic,400000.0,Al-Medina,5000.0
Kia,Cerato,2013,Saudi,Black,Standard,3.5,Gas,Automatic,147.0,Dammam,18000.0
Hyundai,Palisade,2020,Other,White,Semi Full,3.5,Diesel,Automatic,9000.0,Riyadh,145000.0
Hyundai,Sonata,2019,Saudi,Red,Semi Full,2.5,Gas,Automatic,120.0,Khobar,1550.0
Nissan,Navara,2013,Saudi,White,Semi Full,2.7,Gas,Automatic,189.0,Riyadh,35000.0
Hyundai,Sonata,2016,Saudi,Brown,Semi Full,2.4,Gas,Automatic,210000.0,Riyadh,35000.0
Hyundai,Accent,2018,Saudi,White,Standard,1.4,Gas,Automatic,105500.0,Dammam,32000.0
Toyota,Land Cruiser 70,2006,Saudi,Another Color,Semi Full,2.7,Gas,Manual,250.0,Al-Baha,33000.0
Ford,Flex,2013,Saudi,Red,Standard,3.5,Gas,Automatic,204000.0,Jeddah,32000.0
Nissan,Sunny,2010,Saudi,White,Semi Full,1.3,Gas,Automatic,294000.0,Dammam,9000.0
Mercedes,SEL,1991,Saudi,Black,Full,5.5,Gas,Automatic,277.0,Riyadh,28000.0
Mercedes,C,2020,Gulf Arabic,White,Full,2.0,Gas,Automatic,50000.0,Riyadh,150000.0
Mercedes,S,2012,Other,Grey,Full,4.7,Gas,Automatic,188000.0,Khobar,80000.0
Mercedes,S,2007,Other,Bronze,Semi Full,4.0,Gas,Automatic,200000.0,Dammam,75000.0
Hyundai,Senta fe,2014,Saudi,Black,Full,3.3,Gas,Automatic,150.0,Jeddah,50000.0
Toyota,Hiace,2016,Saudi,White,Standard,2.7,Gas,Manual,218000.0,Riyadh,69500.0
Toyota,Hilux,2015,Saudi,White,Semi Full,2.7,Gas,Manual,328000.0,Qassim,65000.0
Nissan,Patrol,2009,Saudi,White,Semi Full,1.6,Gas,Manual,150.0,Al-Jouf,70000.0
Ford,Marquis,2001,Other,Silver,Standard,4.6,Gas,Automatic,293.0,Riyadh,10000.0
Mitsubishi,Pajero,2015,Gulf Arabic,White,Standard,3.5,Gas,Automatic,103900.0,Riyadh,50000.0
Toyota,Avalon,2008,Other,White,Full,3.6,Gas,Automatic,201.0,Al-Jouf,30000.0
Nissan,Datsun,2014,Other,White,Full,2.0,Gas,Manual,240000.0,Riyadh,30000.0
Suzuki,Celerio,2011,Other,Another Color,Semi Full,3.5,Gas,Manual,59000.0,Taef,15000.0
Ford,Edge,2014,Saudi,White,Semi Full,3.8,Gas,Automatic,140000.0,Jeddah,50000.0
Nissan,Datsun,2008,Other,White,Standard,2.4,Gas,Manual,180.0,Makkah,30000.0
Toyota,Land Cruiser 70,2016,Saudi,White,Full,4.0,Gas,Manual,190.0,Jazan,1414.0
Kia,Rio,2016,Saudi,Red,Standard,1.6,Gas,Automatic,80000.0,Makkah,25000.0
Ford,Expedition,2014,Saudi,Black,Semi Full,5.4,Gas,Automatic,184000.0,Jubail,52000.0
Kia,Cadenza,2016,Saudi,White,Standard,3.5,Gas,Automatic,130000.0,Riyadh,56000.0
Cadillac,DTS,2006,Saudi,Golden,Semi Full,4.8,Gas,Automatic,3000000.0,Al-Medina,8000.0
Toyota,Yaris,2011,Saudi,Green,Standard,1.3,Gas,Automatic,300500.0,Abha,14000.0
Toyota,Prado,2018,Gulf Arabic,White,Semi Full,4.0,Gas,Automatic,125000.0,Khobar,128000.0
Nissan,Sunny,2009,Saudi,Golden,Standard,1.0,Gas,Automatic,377000.0,Riyadh,11000.0
Kia,Cerato,2015,Saudi,Navy,Full,2.0,Gas,Automatic,104000.0,Al-Ahsa,28000.0
Nissan,Armada,2009,Gulf Arabic,White,Full,3.2,Gas,Automatic,275475.0,Riyadh,25000.0
Mercedes,S,2013,Saudi,Brown,Full,8.0,Gas,Automatic,160000.0,Jeddah,110000.0
Hyundai,Sonata,2020,Saudi,White,Full,2.5,Gas,Automatic,17000.0,Jeddah,1430.0
Hyundai,H1,2018,Saudi,White,Semi Full,2.4,Gas,Automatic,100.0,Aseer,70000.0
Toyota,Prado,1999,Saudi,Oily,Full,2.8,Gas,Manual,230.0,Aseer,18000.0
Ford,Mustang,2010,Other,Grey,Full,4.6,Gas,Manual,170.0,Dammam,42000.0
Hyundai,H1,2015,Saudi,White,Standard,4.0,Gas,Automatic,400000.0,Jeddah,43000.0
Toyota,Ciocca,2009,Gulf Arabic,Bronze,Full,5.7,Gas,Automatic,200000.0,Jeddah,48000.0
MG,5,2020,Saudi,White,Standard,1.5,Gas,Automatic,3500.0,Dammam,41000.0
Toyota,Camry,2016,Other,Grey,Standard,2.5,Gas,Automatic,161000.0,Wadi Dawasir,55000.0
Cadillac,Escalade,2007,Other,Golden,Full,6.2,Gas,Automatic,273000.0,Khobar,39000.0
Toyota,Land Cruiser,2014,Gulf Arabic,White,Full,4.6,Gas,Automatic,325000.0,Riyadh,126000.0
Hyundai,Accent,2005,Saudi,White,Standard,1.5,Gas,Manual,294602.0,Dammam,5000.0
Ashok,Leyland,2009,Saudi,White,Standard,3.5,Diesel,Manual,55000.0,Jubail,40000.0
Ashok,Leyland,2010,Saudi,White,Standard,3.5,Diesel,Manual,11000.0,Jubail,48000.0
